REF_DATE,PRENAME,Sex,Age group and first officiel language spoken,Immigrant and generation status,Visible minority status,"Highest certificate, diploma or degree",Indicators,VALUE
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Employment rate,67
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,7
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,7.9
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,8.4
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,74.6
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,74.5
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,South Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,73.9
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Participation rate,61.1
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Participation rate,65.2
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Participation rate,61.3
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Employment rate,57.1
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Employment rate,61
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Employment rate,56.5
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Unemployment rate,6.7
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Unemployment rate,6.4
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Unemployment rate,7.9
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Population in full-time employment,76.4
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Population in full-time employment,76.7
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Chinese,"Total – Highest certificate, diploma or degree",Population in full-time employment,77.8
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Participation rate,74.3
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Participation rate,72.9
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Participation rate,71
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Employment rate,67.9
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Employment rate,65.2
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Employment rate,63.3
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Unemployment rate,8.6
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Unemployment rate,10.5
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Unemployment rate,10.9
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Population in full-time employment,73
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Population in full-time employment,72.7
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Black,"Total – Highest certificate, diploma or degree",Population in full-time employment,70.8
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Participation rate,77.2
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Participation rate,76.7
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Participation rate,77.5
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Employment rate,73.5
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Employment rate,71.8
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Employment rate,73.9
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Unemployment rate,4.8
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Unemployment rate,6.4
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Unemployment rate,4.6
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Population in full-time employment,79.3
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Population in full-time employment,78
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Filipino,"Total – Highest certificate, diploma or degree",Population in full-time employment,77.7
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Participation rate,77
2011,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Participation rate,76.5
2016,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Participation rate,77.7
2006,Manitoba,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Latin American,"Total – Highest certificate, diploma or degree",Employment rate,73.5
